,Review,label,label_p,cleaned
3983,Game is broken. I had to hit 3 headshots with the one shot sniper just to get an assist? Also when i pull out my assault shotgun all it does is tickle my enemy. But when they pull it out its 2 shot kill,-1,0,Game is broken I had to hit 3 headshot with the one shot sniper just to get an assist Also when i pull out my assault shotgun all it doe is tickle my enemy But when they pull it out it 2 shot kill 
54052,This game is tge vestt but make the weapins little cheap plss,-1,0,This game is tge vestt but make the weapins little cheap plss 
12859,"This game is constantly updating and always bringing new maps, guns, and skins to the table.",-1,0,This game is constantly updating and always bringing new map gun and skin to the table 
26391,Its my childhood since i was 7 yrs old,-1,0,Its my childhood since i wa 7 yr old 
59613,U are so stupid cubic games i hate the new update so hard to navigate around the game and plis u nerfed all the good guns made them expensive then bufed the awful guns and madeTHEM EXPRNSIVE TOO i honestly used to love this game guys just please please please put it back im having to restart to relearn how to play and get good which last time took me 6 accounts,-1,2,U are so stupid cubic game i hate the new update so hard to navigate around the game and plis u nerfed all the good gun made them expensive then bufed the awful gun and madeTHEM EXPRNSIVE TOO i honestly used to love this game guy just please please please put it back im having to restart to relearn how to play and get good which last time took me 6 account 
45719,Add Jason character,-1,0,Add Jason character 
19401,"Honestly not a bad game. I do believe that the hitboxes or the path of the buller needs to be fixed, because i have been killed by a shot that passed m a foot to the left of me, but its a small bug. It fails to ruin the game for me. Five stars, all the way.",-1,0,Honestly not a bad game I do believe that the hitboxes or the path of the buller need to be fixed because i have been killed by a shot that passed m a foot to the left of me but it a small bug It fails to ruin the game for me Five star all the way 
10665,It gives barely ANY coins so I can't get most of the stuff!,-1,0,It give barely ANY coin so I can t get most of the stuff 
10203,I love the game it's just I used to play it when it was just coins and you get high rewards for level ups but ever since these updates its just kind of destroyed it for me I was so sad when the diamonds came it and lower level rewards but its still a great game don't get me wrong it's just the currency,-1,2,I love the game it s just I used to play it when it wa just coin and you get high reward for level ups but ever since these update it just kind of destroyed it for me I wa so sad when the diamond came it and lower level reward but it still a great game don t get me wrong it s just the currency 
19048,Hate it,-1,0,Hate it 
47166,Make a battle royal game mode,-1,2,Make a battle royal game mode 
38014,It could use some new fixes but other then that it's ok,-1,0,It could use some new fix but other then that it s ok 
16219,Pls stop making the game stop every 3 minutes because it resets the game on my ipad,-1,3,Pls stop making the game stop every 3 minute because it reset the game on my ipad 
35092,Hate this game I lose all my tropies because I quit sometime it not my fault. You are all stupid for making this dumb game,-1,0,Hate this game I lose all my tropies because I quit sometime it not my fault You are all stupid for making this dumb game 
5172,Oh my God it says there is a new update to this game and yet I have it and it still says that there is an update PLZ FIX THIS,-1,4,Oh my God it say there is a new update to this game and yet I have it and it still say that there is an update PLZ FIX THIS 
39754,I was level 31 and it just reset my game when i updated the game:( I HATE THIS GAME,-1,2,I wa level 31 and it just reset my game when i updated the game I HATE THIS GAME 
16144,Epic although it did shut down a lot =3 oh also I can't update it so bye forever pixlegun ;-; lik if u cri very teim,-1,0,Epic although it did shut down a lot 3 oh also I can t update it so bye forever pixlegun lik if u cri very teim 
8610,THE NEW UPDATE MADE ME LOSE MY LVL AND IT DELETED MY GUNS AND IT MADE MY CLAN DISAPPEAR!!,-1,4,THE NEW UPDATE MADE ME LOSE MY LVL AND IT DELETED MY GUNS AND IT MADE MY CLAN DISAPPEAR 
41333,Too much lag!Too much space!This game has to go down!You keep changing the game without listening to the fans what they want!I have a message for you as you sended a message for us!F U C K.  Y O U.everything is pay to win anyways,-1,2,Too much lag Too much space This game ha to go down You keep changing the game without listening to the fan what they want I have a message for you a you sended a message for u F U C K Y O U everything is pay to win anyways 
42146,Yeah...it's epicness level is over 9000 but...can you fix the crash in the next update??? Pls...gotta get back on the game...,-1,1,Yeah it s epicness level is over 9000 but can you fix the crash in the next update Pls got ta get back on the game 
42706,"This was supposed to be fun for everyone,it's not it needs better matchmaking I keep getting put against level 36 people and I'm only level 17 and my is full of noobs",-1,2,This wa supposed to be fun for everyone it s not it need better matchmaking I keep getting put against level 36 people and I m only level 17 and my is full of noobs 
13140,The game is awesome and very well made but the new update changed when you use the solar power cannon on block crash ( I just turned level 22 ) it didn't destroy the ground in one shot I got very mad and lost the match so if possible please change,-1,3,The game is awesome and very well made but the new update changed when you use the solar power cannon on block crash I just turned level 22 it didn t destroy the ground in one shot I got very mad and lost the match so if possible please change 
22556,This is a joke I had the prodo type and the flag keeper and now I don't!!!!!!,-1,0,This is a joke I had the prodo type and the flag keeper and now I don t 
43564,"FAÇAM PARA COMPUTADOR POR FAVOR ESSE CELULAR NO IS MY PLEASE  MAKE FROM PC BECAUSE THIS ACCOUNT NOT IS MY GUYS AND  I HAVE A PC, I HATE THE CONTROLS OF CELLPHONE PLEASE MAKE FROM PC          MAKE FROM PC               MAKE FROM PC           ..       . . .   ....                  MAKE FROM PC PLEASE",-1,2,FAÇAM PARA COMPUTADOR POR FAVOR ESSE CELULAR NO IS MY PLEASE MAKE FROM PC BECAUSE THIS ACCOUNT NOT IS MY GUYS AND I HAVE A PC I HATE THE CONTROLS OF CELLPHONE PLEASE MAKE FROM PC MAKE FROM PC MAKE FROM PC MAKE FROM PC PLEASE 
